sample_ERR2928440	sample_ERR2928435	sample_ERR2928431	sample_ERR2928429	sample_ERR2928424	sample_ERR2928423	sample_ERR2928419	sample_ERR2928417
ENSFDAG00000006476	0.107393	0.312963	0.198638	0.136851	0.195406	0.262614	0.188242	0.0839938
ENSFDAG00000006477	54.1345	46.3426	55.9532	62.0868	58.2493	58.265	81.4445	54.6296
ENSFDAG00000006478	62.1099	73.0187	84.8528	83.0102	86.2904	77.9399	75.0583	83.2753
ENSFDAG00000006479	23.2971	18.71458	21.3276	27.4191	32.43	25.7804	24.7857	30.5909
ENSFDAG00000006481	27.3256	35.8344	31.4934	31.9854	42.6891	44.7371	30.3894	33.5149
ENSFDAG00000006482	56.55048	95.9328	68.0196	105.2168	91.4172	101.2345	74.1426	105.2012
ENSFDAG00000006483	0.437532	20.1226	0.294282	3.80147	2.70195	0	3.34657	0.995496
ENSFDAG00000006484	23.4966	30.8919	20.2295	15.5452	27.3358	21.3077	21.1195	16.6381
ENSFDAG00000006485	10.8276	9.41599	10.8877	9.85545	12.3003	12.6082	10.7698	11.6945
ENSFDAG00000006486	171.436	136.843	158.547	146.944	157.877	169.51	150.751	136.524
ENSFDAG00000006487	308.293	184.514	298.195	289.638	333.938	323.843	287.347	246.708
ENSFDAG00000006488	54.66672	51.2274	48.41441	60.76011	64.1821	60.65464	57.21408	59.32139
ENSFDAG00000006489	0.563248	1.14899	0.781354	1.61494	0.683237	1.03301	0.863871	1.10131
ENSFDAG00000006490	74.8044	102.069	73.4708	105.669	97.0708	80.8265	79.79	100.684
ENSFDAG00000006491	0.049559	0.115539	0.0916662	0.126307	0.18035	0.0605946	0.130303	0.0775219
ENSFDAG00000006492	6.22312	21.457688914	22.150519043	30.1879	36.72559	40.3991	25.89545312	35.8292
ENSFDAG00000006493	8.13085	7.74885	10.9237	8.68099	8.53014	7.52323	12.862	9.36705
ENSFDAG00000006494	31.1947	34.2317	28.8495	33.3447	29.385	34.5086	31.3454	28.4196
ENSFDAG00000006495	0	0	0	0	0	0	0	0
ENSFDAG00000006496	2.66828	2.11504	1.97414	2.58416	1.81256	2.08797	1.77729	2.8382
ENSFDAG00000006497	8.05488	4.69469	5.85303	3.66585	8.02603	2.46213	5.79883	2.69994
ENSFDAG00000006498	0	29.9502	0	0	9.00048	0	4.86932	1.91622
ENSFDAG00000006499	17.679	13.528	17.6539	14.0976	12.8935	13.9243	16.73	15.7782
ENSFDAG00000006500	0	0	0	0	0	0	0	0
ENSFDAG00000006501	0	0	0.0500794	0.0690042	0.0656862	0.0662085	0.0474585	0.0847041
ENSFDAG00000006502	8.45692	10.9093	9.96292	14.1605	11.4859	10.2419	10.6476	17.7006
ENSFDAG00000006503	562.323	263.098	666.741	486.326	415.924	471.726	688.029	399.227
ENSFDAG00000006504	4.87273	4.59565	3.564150893043	4.005609	3.81770355	4.17044	4.81407	5.268178
ENSFDAG00000006505	0.738292	1.29091	0.51209	0.117601	0.559732	0.564183	4.20584	0.721789
ENSFDAG00000006506	32.566	29.0054	29.2295	29.5945	31.2428	30.9575	30.1484	28.953
ENSFDAG00000006507	0.792588	2.30975	1.16058	1.17833	1.68251	1.61513	0.984072	1.44643
ENSFDAG00000006508	0.0480239	0	0.0666201	0.0611971	0	0.117435	0.042089	0
ENSFDAG00000006509	74.4642	53.778965	58.42403	47.7435	56.3836	54.255200061424	59.0024	49.9983
ENSFDAG00000006510	9.98792	14.5615	12.1313	17.5135	15.6596	14.0534	14.4895	20.5848
ENSFDAG00000006511	0	0	0	0	0	0	0	0
ENSFDAG00000006512	50.2285	74.8025	66.1243	91.7957	48.7864	51.5784	70.6532	106.25
ENSFDAG00000006513	10.02492	15.500319	10.69759	15.0064	16.120291	19.49816	12.84114	13.9179
ENSFDAG00000006514	822.641	865.858	939.292	816.882	812.769	850.795	838.596	966.477
ENSFDAG00000006515	23.3837	22.60539	21.6207	16.3408	20.13624	20.12438	22.98832	16.8915
ENSFDAG00000006516	342.7411	272.0577	302.9552	292.2661	308.7962	340.4536	269.0047	282.7817
ENSFDAG00000006517	39.99793	42.21699	42.40463	50.92091	49.82581	49.57474	52.26379	49.97652
ENSFDAG00000006518	69.816	75.7385	70.6074	82.2226	73.215	78.0653	85.762	94.9411
ENSFDAG00000006519	17.2684	22.4975	23.3513	24.4091	28.1642	28.0333	22.3836	24.9689
ENSFDAG00000006520	901.469	1120.62	1155.52	1082.55	929.268	888.702	1147.52	1183.63
ENSFDAG00000006521	347.482	296.08	326.64	370.212	415.491	381.307	417.952	341.126
ENSFDAG00000006522	0.254679	0.494788	0.392553	0.216359	0.411911	0.207593	0.595214	0.398378
ENSFDAG00000006523	19.09084	8.50365	12.85941	7.63287	9.31277	9.88391	7.10405	7.63955
ENSFDAG00000006524	64.7345	92.1664	130.491	100.959	100.245	1.79859	141.106	90.5278
ENSFDAG00000006525	16.2984	23.9242	20.6557	19.2307	19.5874	23.0644	25.9232	23.37
ENSFDAG00000006526	414.61	426.168	375.114	424.138	350.962	390.749	439.86	429.106
ENSFDAG00000006527	33.9618	37.3832	31.6001	38.9446	37.4643	42.346	30.71	47.5282
ENSFDAG00000006528	53.6174	60.502	52.7865	59.1779	58.0626	57.6594	56.4209	72.9785
ENSFDAG00000006529	0	0.0839978	0.0666419	0.0918256	0	0	0.252617	0
ENSFDAG00000006530	55.2446	53.4913	38.9777	27.8188	31.5612	28.9796	36.7035	25.7853
ENSFDAG00000006531	0.956424	0.27872	0.663389	0.304694	0.580086	0	1.04778	0
ENSFDAG00000006532	7.84111	15.0187	7.52242	7.1312	9.27471	6.88206	8.32636	9.77156
ENSFDAG00000006533	0	0	0	0	0	0	0	0
ENSFDAG00000006534	6.08633	41.1492	5.95986	7.39087	11.8127	7.00388	19.1403	6.2723
ENSFDAG00000006535	125.889	118.194	118.064	90.0099	90.3336	73.3558	94.1049	77.0133
ENSFDAG00000006536	0.526333	1.29686	0.574102	0.516268	1.49351	0.346441	0.741504	1.33082
ENSFDAG00000006537	107.4102	125.2049	91.2956	100.5765	111.2643	109.5378	115.502	94.8407
ENSFDAG00000006538	9.80353	20.6722	16.2916	20.1689	21.6553	23.3336	16.5481	22.7518
ENSFDAG00000006539	38.2485	36.6507	32.3753	32.5486	39.0047	38.3636	37.3853	35.3908
ENSFDAG00000006540	33.08137	29.7482	34.26971	31.8013	30.044	33.92497	36.02227	32.15204
ENSFDAG00000006541	4.284785	4.771232	6.624074	8.293437	6.831666	6.2976	6.492842	9.626888
ENSFDAG00000006542	91.8417	98.0446	74.0105	94.5295	100.746	107.433	76.0724	98.0023
ENSFDAG00000006543	80.88181750089	59.2692100023618	56.76655	45.6848800112985	54.23598	53.96811294279	59.33646211769	43.195603
ENSFDAG00000006544	29.519468	32.4871	26.987066	31.50001	29.68583	29.55501	28.44803	30.648722
ENSFDAG00000006545	4.864332	2.890962	3.145241	3.83941	4.93858	3.949153	5.34208	3.10373
ENSFDAG00000006546	2.55461	1.86115	2.21489	1.83114	1.35573	2.73303	1.53925	0.999003
ENSFDAG00000006547	2.01092	1.97264	2.09431	2.06698	1.93377	1.75236	1.86397	2.3716
ENSFDAG00000006548	48.8261	18.7197	24.0028	14.0562	21.6446	13.09	13.5058	8.37339
ENSFDAG00000006549	20.6332	13.6909	22.0177	22.2479	24.2586	22.1228	23.9256	16.8824
ENSFDAG00000006550	7.04452	9.7171	6.35204	10.3982	7.6907	8.46963	7.20295	10.0092
ENSFDAG00000006551	17.245921	20.91814	17.8107	22.8675	20.371000109035	17.5189	18.7689	23.69571
ENSFDAG00000006552	4.43346	5.16797	2.27786	3.13865	7.76811	0.602298	6.04421	6.16442
ENSFDAG00000006553	1.72956	4.3774	3.47293	2.12682	2.02455	2.04065	1.82843	1.95803
ENSFDAG00000006554	17.002	11.8913	18.2191	15.2602	14.8403	13.6914	16.5529	15.4368
ENSFDAG00000006555	60.1908	46.55565	55.5496	49.42887	59.82292	62.889	50.79273	49.92068
ENSFDAG00000006556	18.6929	24.623	12.1789	24.6651	15.1703	13.5619	16.0729	26.6133
ENSFDAG00000006557	18.4266	22.7725	21.4298	23.4025	25.417	26.2219	21.1184	20.9187
ENSFDAG00000006558	0	0.0623313	0.0989043	0	0	0.0945836	0	0
ENSFDAG00000006559	0.369006	0	0.337168	0	0	0	0	0
ENSFDAG00000006560	29.9125	47.4546	28.1414	52.996	37.9768	54.1967	33.5056	61.4979
ENSFDAG00000006561	34.2355	29.335	43.0031	28.7316	31.7664	36.3923	34.1471	33.1705
ENSFDAG00000006562	14.1311	17.0153	12.9251	15.138	16.1054	17.5625	16.5357	15.7888
ENSFDAG00000006563	11.3225	16.102	12.286	16.4972	15.1174	17.4009	14.4471	18.6696
ENSFDAG00000006564	15.15993	9.4024	8.79098	10.45209	7.69327	9.04204	9.18193	7.81798
ENSFDAG00000006565	37.9641	41.9752	33.8945	51.5535	37.6563	52.6305	41.3325	45.2699
ENSFDAG00000006566	0	0	0	0	0	0	0	0
ENSFDAG00000006567	0.161463	0	0.150925	0	0.197825	0.19781	0.282162	0.508387
ENSFDAG00000006568	13.7038	110.939	9.8794	18.5629	26.5709	8.70751	25.912	11.8151
ENSFDAG00000006569	26.2793	33.6235	45.9454	64.9824	61.2506	58.448	57.634	55.9838
ENSFDAG00000006570	19.7008	24.2441	19.8437	27.2726	22.4997	21.7393	21.7871	34.1644
ENSFDAG00000006571	49.53461	47.74828	35.83659	41.41831	45.93009	42.2919800288164	32.85965	43.89017
ENSFDAG00000006572	84.2046	52.4457	54.779	43.0437	52.2397	55.6832	52.2739	47.026
ENSFDAG00000006573	58.7625	47.9614	57.1783	34.4426	39.9544	43.7508	43.061	36.8016
ENSFDAG00000006574	0.21853	0	0	0	0	0	0	0
ENSFDAG00000006575	49.2477	47.1397	64.8747	86.6655	70.4137	81.6327	74.372	85.5668
ENSFDAG00000006576	7.01661	6.44623	8.46882	9.54749	13.4883	9.81501	12.0384	7.90617
ENSFDAG00000006577	5.05654	5.51701	5.9565	7.67021	6.37632	6.357	6.43244	6.74696
ENSFDAG00000006578	68.3935	54.3291	76.0401	83.3315	70.3586	85.5548	91.804	79.1146
ENSFDAG00000006579	446.342	375.548	508.999	431.928	443.274	470.962	441.184	433.959
ENSFDAG00000006580	36.9986	36.6978	31.4935	31.6079	34.3092	36.2609	33.7713	29.7807
ENSFDAG00000006581	38.4793	46.1421	42.3972	32.846	36.18	32.6408	39.6943	32.2553
ENSFDAG00000006582	4.16856	4.2702	2.45329	4.99008	3.68703	3.70677	4.20695	4.34708
ENSFDAG00000006584	24.5888	22.9995	22.6769	21.5845	23.866397	23.9351	24.3065	21.8255
ENSFDAG00000006585	23.36312	21.3134	22.07641	33.010408	25.2421	29.1323	24.482106	37.33992
ENSFDAG00000006586	0.165494	0.289368	0.153052	0.210889	0.301123	0.202345	0.290083	0.258871
ENSFDAG00000006587	22.9261	22.5645	27.7032	33.7624	26.7606	27.6345	26.8221	37.2151
ENSFDAG00000006588	7.88966	7.02003	6.77842	9.102	10.25	8.27659	9.90145	6.64531
ENSFDAG00000006589	0	0.748927	0.29709	0	0	0	1.54848	0.251249
ENSFDAG00000006590	0.296655	1.21031	0.548705	0.378029	0.89963	1.63221	0.519988	0.696058
ENSFDAG00000006591	46.4397	72.0679	66.8085	67.1627	53.7061	70.4689	57.9822	105.069
ENSFDAG00000006592	15.3095	25.039	19.2874	27.5383	27.2879	31.4524	21.2217	29.3237
ENSFDAG00000006593	42.5309	46.3105	42.3212	62.9977	41.5809	76.89627	51.3686	58.689
ENSFDAG00000006594	0.606129	0.883187	0.42042	0.772393	1.28669	0.926375	1.72647	0.237032
ENSFDAG00000006595	191.603	154.025	189.189	159.714	160.562	163.248	191.206	172.796
ENSFDAG00000006596	161.697	152.689	151.596	121.753	165.833	149.083	119.743	123.375
ENSFDAG00000006597	73.73385	82.5559	77.67515	87.38841	78.82828	78.83468	74.56614	96.45694
ENSFDAG00000006598	123.005	43.3844	7.32344	4.70911	3.5221	0.322737	2.08205	2.89026
ENSFDAG00000006599	6.37071	5.18048	5.18152	4.06055	6.05687	4.1794	4.42431	3.51441
ENSFDAG00000006600	32.99663	24.573095	32.35511	29.19864	14.139057	17.8969	21.8241020291528	25.77584
ENSFDAG00000006601	1.19263	1.39021	1.65444	2.27965	3.61673	5.83278	1.04524	2.79832
ENSFDAG00000006602	73.3344	42.151	50.513	44.3004	42.7574	45.7987	43.2839	43.4868
ENSFDAG00000006603	97.18	62.6616	84.1514	88.7768	92.8851	94.7721	87.204	74.5802
ENSFDAG00000006604	74.10705	74.12115	74.631298	79.40794	77.553	72.79822	68.90051	77.58202
ENSFDAG00000006605	0.1085	14.861	0.401373	3.5257	3.22455	0.397983	2.75766	1.6972
ENSFDAG00000006606	1.36199	0.583213	1.49095	0.885504	1.28125	2.48091	2.14374	1.56524
ENSFDAG00000006607	185.38493	193.71482	168.97731	176.36167	142.45818	170.48519	135.49563	205.42153
ENSFDAG00000006608	11.6696000197524	6.61766	6.417036986	5.43427	6.12134	5.21411	8.91247	6.15755
ENSFDAG00000006609	1.14686	1.71883	0.151519	2.08778	2.18613	3.20511	2.29743	1.2814
ENSFDAG00000006610	1.33812	0.604736	1.02285	0.406908	1.38793	0.82928	0.851019	0.3977
ENSFDAG00000006611	50.6369	50.0084	53.05693	56.333	56.79357	60.19365	46.9328	57.363
ENSFDAG00000006612	0	0	0	0	0	0	0	0
ENSFDAG00000006613	41.6647	34.5157	29.4945	31.1701	34.9951	35.2733	33.2334	27.4607
ENSFDAG00000006614	0.319269	0.372164	0.0984219	0.0678076	0.0645471	0.130121	0.0466355	0.0832352
ENSFDAG00000006615	540.363	399.008	577.217	497.616	620.863	558.537	475.827	449.513
ENSFDAG00000006616	14.2695	15.6334	20.6402	11.7155	13.6145	13.8479	19.662	12.5482
ENSFDAG00000006617	23.4921	21.7992	20.5825	22.649	22.6848	26.8336	21.4016	27.3186
ENSFDAG00000006618	31.826	45.4972	25.4934	31.7742	35.1101	28.4187	30.8579	26.8517
ENSFDAG00000006619	41.666852	36.93088	34.101563	27.76601	42.59709	44.303978	35.72315	30.80096
ENSFDAG00000006620	87.1707	76.5628	94.6561	96.9575	99.1763	108.12	90.8932	89.0235
ENSFDAG00000006621	76.877	65.9882	86.2863	66.1262	90.287	85.4506	99.3802	68.8725
ENSFDAG00000006623	30.8695	34.8934	32.0878	38.687	34.4542	35.144	35.253	42.5672
ENSFDAG00000006625	16.3756	12.5137	9.92803	14.0276	14.0152	17.0187	16.0263	16.7922
ENSFDAG00000006626	61.43771	65.57568	50.05591	51.43542	50.77817	57.30691	45.31677	56.83319
ENSFDAG00000006627	1.05887	8.51669	0.58756	2.02399	2.82578	1.42413	5.01129	1.65633
ENSFDAG00000006628	182.259	201.401	229.676	234.142	195.922	202.19	206.228	222.051
ENSFDAG00000006629	0.17008	0.198258	0	0	0	0	0	0
ENSFDAG00000006630	29.1006	29.0208	29.6348	28.6217	28.6054	29.6364	31.5772	30.4775
ENSFDAG00000006631	0.701218	2.07099	0.798403	1.20466	0.660427	1.15046	1.30107	0.605119
ENSFDAG00000006632	0.428166	0.998207	0.395977	2.18246	1.03876	0.523509	1.87627	1.33951
ENSFDAG00000006633	0	0	0	0.504547	0	0	0	0
ENSFDAG00000006634	22.1977	29.4876	21.7571	27.5614	24.7786	27.2953	22.115	25.2752
ENSFDAG00000006635	80.7526	99.769	94.4702	95.0597	96.711	81.532	84.1314	97.2015
ENSFDAG00000006636	0	0	0	0	0	0	0	0
ENSFDAG00000006637	0.406128	0.0789024	0.187798	0.258766	0.410539	0	0.177969	0.21176
ENSFDAG00000006638	30.0675	32.8508	28.2131	33.4105	34.6554	34.6151	28.4571	37.1735
ENSFDAG00000006640	4.52788	6.3647	11.8234	16.6309	18.4159	13.0262	12.4885	8.54086
ENSFDAG00000006641	44.0759	36.27441548	40.79263	37.60691738	48.42167	42.63362084	47.9826	28.11293
ENSFDAG00000006642	32.9669	31.7549	33.4775	43.3044	36.5174	46.5178	32.1301	41.3122
ENSFDAG00000006643	20.1335	23.0014	23.1357	27.2758	23.8547	20.6094	19.6972	30.238
ENSFDAG00000006644	8.11006	3.583257	3.326769	3.417113	3.39873	3.35864	3.46672	4.39919
ENSFDAG00000006645	1.90537945	1.0728226	1.045782559	1.8501913	0.828573	2.28570731	0.71429812	1.51835
ENSFDAG00000006646	3.43564	3.10052	1.02495	0.423683	0.134437	3.25214	0.874179	1.56024
ENSFDAG00000006647	0.103072	0.060074	0.0476613	0	0.0625145	0.0630116	0.0451669	0.161228
ENSFDAG00000006648	40.2332	74.7595	67.9238	99.3026	98.937	99.5411	68.0347	95.959
ENSFDAG00000006649	9.953	12.5336	13.2911	18.16	16.3172	17.9774	11.9479	19.0128
ENSFDAG00000006650	0.144543	0	0	0	0	0	0	0
ENSFDAG00000006651	55.7819	30.6853	28.6923	23.5613	39.5347	37.5501	29.9372	25.4905
ENSFDAG00000006652	0	0	0	0	0	0	0	0
ENSFDAG00000006653	0	0	0	0	0	0	0	0
ENSFDAG00000006654	138.717	117.7316	156.8431	154.97989	143.689	142.64303	125.7673	180.465
ENSFDAG00000006655	0	0	0	0	0	0	0	0
ENSFDAG00000006656	0.285721	0.166529	0.13212	0.182048	0.173294	0	0	0
ENSFDAG00000006657	14.3643	2.89802	6.48891	2.11206	2.8147	2.97218	2.61467	4.49383
ENSFDAG00000006658	0	0	0	0	0	0	0	0
ENSFDAG00000006659	6.56704	11.4826	8.13392	7.77067	8.53502	11.4705	10.6887	9.17178
ENSFDAG00000006660	5.01392	10.0907	5.86557	3.27655	4.52254	3.30099	4.05627	3.61982
ENSFDAG00000006661	6.47876	6.78736	4.70233	2.92615	4.27765	4.31166	3.52186	2.69393
ENSFDAG00000006662	586.286	482.636	566.342	543.307	519.597	496.354	413.23	547.474
ENSFDAG00000006663	10.5659	9.23735	9.57616	9.15568	9.99712	11.7561	15.0941	11.2388
ENSFDAG00000006664	9.68116	10.1434	9.61524	11.5207	12.7488	15.1531	13.9322	11.2546
ENSFDAG00000006665	0.403532	0.470388	0	0.385667	0.122374	0.246695	0.176832	0.31561
ENSFDAG00000006666	24.1859	36.7524	29.7984	30.6449	30.2005	36.9877	28.367	35.5953
ENSFDAG00000006667	31.0429	31.8385	28.9627	31.4858	25.4477	27.226	23.1208	29.3838
ENSFDAG00000006668	89.5355	72.1025	91.3374	85.7894	84.9806	73.9569	79.9681	88.7368
ENSFDAG00000006669	0	0	0	0	0	0	0	0
ENSFDAG00000006670	9.31844	6.37173	8.37455	7.62997	7.21621	7.55637	9.0235	8.96704
ENSFDAG00000006671	657.418	826.83	681.279	671.738	703.434	722.192	719.226	678.385
ENSFDAG00000006672	0.229066	0.534033	0.423689	0.583799	0.463106	0.280073	0.736111	0.238875
ENSFDAG00000006673	6.31042	15.64947	17.08562	25.302211	32.54749	29.37765	23.29674	18.95528
ENSFDAG00000006674	2.10038	4.43766	2.063879	2.34196	3.02555	5.9387	1.84081	5.54427
ENSFDAG00000006675	7.28815	7.91738	6.45791	7.05059	7.45215	7.09152	7.65827	5.19284
ENSFDAG00000006676	0	0	0	0	0	0	0	0
ENSFDAG00000006677	2.98124	1.13263	0.930324	4.49761	5.52083	1.11709	1.85452	2.84045
ENSFDAG00000006678	1.25033	3.06071	1.50323	1.11531	1.06169	1.07013	1.86289	0.391163
ENSFDAG00000006679	12.4867	12.3643	10.5546	10.0946	11.2379	10.3423	12.3556	13.2314
ENSFDAG00000006680	0	0	0	0	0	0	0	0
ENSFDAG00000006681	0	0	0	0	0	0	0	0
ENSFDAG00000006682	147.289	151.881	142.952	195.942	138.417	143.476	119.867	150.643
ENSFDAG00000006683	63.7349	59.7677	47.4608	47.2891	59.351	66.7948	56.9466	52.5816
ENSFDAG00000006684	39.6804	48.2309	49.9268	49.6461	46.099	43.0714	43.1928	53.8809
ENSFDAG00000006685	582.697	571.793	519.602	600.844	544.168	562.988	511.685	575.666
ENSFDAG00000006686	26.9362	21.879	36.7041	16.7973	32.8482	23.9999	36.5412	17.4813
ENSFDAG00000006687	35.5121	43.8394	36.672	44.9581	36.6204	41.0583	37.1496	53.5863
ENSFDAG00000006688	180.264	130.37	212.965	179.287	172.333	161.272	223.494	172.796
ENSFDAG00000006689	0	0.289123	0	0	0	0	0.145042	0
ENSFDAG00000006690	83.3137	112.371	100.448	105.796	117.641	113.777	121.314	115.994
ENSFDAG00000006691	153.539	161.794	167.407	198.06	151.344	179.943	182.83	187.968
ENSFDAG00000006692	6.47709	7.298254	3.75297	4.4537000274632	4.17711	4.76163	3.7774	4.65197
ENSFDAG00000006693	0	0.192912	0.306103	0	0	0	0	0
ENSFDAG00000006694	98.2656	55.32517	68.6389	48.611	50.76691	67.1031	46.24848	59.61837
ENSFDAG00000006695	66.5341	53.1356	47.2059	43.6868	52.8298	55.4234	48.4077	39.5247
ENSFDAG00000006696	7.11646	13.3231	17.1516	18.6867	16.4802	19.5116	32.886	20.2397
ENSFDAG00000006697	33.9146	28.1295	32.8728	31.7206	30.7227	36.9478	34.2962	33.1565
ENSFDAG00000006698	56.4843	75.1934	57.974	51.4281	58.0842	49.5467	54.1426	51.357
ENSFDAG00000006699	927.167	799.626	740.489	662.673	720.028	638.854	581.046	714.052
ENSFDAG00000006700	0.762762	0.355653	0.352708	0.194398	0.555152	0.652828	0.401099	0.357942
ENSFDAG00000006701	0	0	0	0	0	0	0	0
ENSFDAG00000006702	21.6792	18.1239	16.9781	25.1043	20.7071	21.8447	17.6749	27.9275
ENSFDAG00000006703	27.8725	33.412	29.7075	35.1402	31.4363	37.9945	32.3627	31.447
ENSFDAG00000006704	163.202	194.1239	174.5481	162.2258	168.3415	182.8021	156.9803	168.4546
ENSFDAG00000006705	78.4545	63.7925	58.1241	50.941	54.9743	74.2304	61.0775	51.1617
ENSFDAG00000006706	36.21575	33.9109	39.60272	37.27247	41.73625	44.04379	39.4033	35.910438
ENSFDAG00000006707	39.0742	39.0307	44.5819	41.8763	39.486	41.0152	34.7898	42.4642
ENSFDAG00000006708	99.8778	74.7722	116.872	93.2904	93.6677	85.8877	100.825	70.8908
ENSFDAG00000006710	33.1265	33.7534	36.3744	40.6578	39.9367	37.4353	41.2461	44.0742
ENSFDAG00000006711	131.166200006959	117.976496	124.91605	120.2085	112.8343128	128.48965	112.290224	120.413794
ENSFDAG00000006712	14.2748	10.1908	10.8606	10.5086	10.8897	10.4019	11.1384	7.75603
ENSFDAG00000006713	9.05889	6.86382	4.8363	5.40459	5.5443	5.94081	6.71238	5.66809
ENSFDAG00000006714	0	0	0	0	0	0	0	0
ENSFDAG00000006715	0.652203	0.380129	0.201057	0.554071	0.659286	0.265811	0.0952672	0.170033
ENSFDAG00000006716	5.0662761085	5.9716	4.4048	4.72846	6.0467513525	6.345764629698	4.504533	5.3836555
ENSFDAG00000006717	1.779	1.00112	1.58852	0.938067	1.78592	0.750051	0.860222	1.05554
ENSFDAG00000006718	10.2872	12.3021	10.0319	12.6635	9.69549	10.1744	8.65739	14.5832
ENSFDAG00000006719	5.18292	3.07573	1.2201	2.16151	1.65749	4.09027	2.10603	2.13738
ENSFDAG00000006720	0.18006	1.46924	0.158391	0.229452	1.31051	0.220156	1.26247	0.563313
ENSFDAG00000006721	128.786	161.762	157.449	184.313	154.306	164.155	156.922	196.423
ENSFDAG00000006722	52.5557	49.61663	41.65963	35.51556	43.36909	47.9079	47.05388	38.19621
ENSFDAG00000006724	0.144188	3.96556	0	0.604914	0.454559	0.172744	0.706833	0.744623
ENSFDAG00000006726	0	0	0	0	0	0	0	0
ENSFDAG00000006727	0	0	0	0	0	0	0	0
ENSFDAG00000006728	51.7451	45.8104	41.0817	31.3531	41.8069	39.7983	36.7502	29.2767
ENSFDAG00000006730	8.46838	9.22129	8.70191	7.62242	7.71075	7.27252	10.5437	8.30537
ENSFDAG00000006731	0	0.097386	0.231791	0	0.202685	0.204296	0.14644	0.261367
ENSFDAG00000006732	0	0	0	0	0	0	0	0
ENSFDAG00000006734	27.9073	43.65871	33.42749	42.49253	41.63904	45.86028	35.12153	46.47423
ENSFDAG00000006735	0.843259	1.96593	0.259954	0.71638	0	1.03103	0.492699	0.439685
ENSFDAG00000006736	2.04253	0.970009	1.88897	1.0604	2.29413	0.924947	0.861907	0.355
ENSFDAG00000006737	73.875	70.0014	74.8549	94.9222	78.4344	79.997	78.7445	75.437
ENSFDAG00000006738	0	0	0	0	0	0	0	0
ENSFDAG00000006739	15.69999	24.67077	21.33663	17.7429	16.32939	16.43687	20.43029	17.8238
ENSFDAG00000006740	0.506149	1.18001	0.78016	0.429992	0.204658	0	0.73933	0.527824
ENSFDAG00000006741	0	0	0	0	0	0	0	0
ENSFDAG00000006742	1.77725	1.16533	0.821816	0.849283	1.34741	1.29022	1.50894	1.12939
ENSFDAG00000006743	0.24922	0.0726276	0	0.158791	0	0.152358	0	0.19492
ENSFDAG00000006744	95.5438	51.3096	45.2897	51.8898	82.5657	46.1676	60.1304	102.544
ENSFDAG00000006745	26.3867	21.6029	24.1581	22.8289	23.7651	22.0119	21.6563	25.5381
ENSFDAG00000006746	46.7438	48.6886	41.6245	46.886	63.2982	48.0987	55.3665	51.219
ENSFDAG00000006748	0.922335	0.536536	0.425675	2.34614	1.675	3.39078	2.01699	3.60892
ENSFDAG00000006749	48.604	46.324	56.5631	46.4993	39.2457	45.8798	54.8976	54.0747
ENSFDAG00000006750	0	0	0	0	0	0	0.127054	0
ENSFDAG00000006751	0	0	0	0	0	0	0	0
ENSFDAG00000006752	22.3046	24.2819	23.7174	24.7918	22.527	26.07	30.9155	26.2826
ENSFDAG00000006753	52.3859	72.4619	58.93998	57.7247	62.145	66.4898	54.5443	73.4668
ENSFDAG00000006754	0.164938	0	0	0	0	0	0	0
ENSFDAG00000006756	0	0	0.113042	0.155761	0	0	0	0
ENSFDAG00000006757	12.4426	9.79022	12.586	18.234	16.6969	19.7773	19.1518	18.3683
ENSFDAG00000006758	0	0	0	0	0	1.46942	0	1.70254
ENSFDAG00000006759	35.17601	20.68423	33.1499	16.6099	19.4478	24.408	19.4202	11.84594
ENSFDAG00000006760	68.9487	58.42	64.4936	72.1296	80.7819	60.967	75.7287	63.6887
ENSFDAG00000006761	4.03037	7.28808	7.09632	8.92201	6.07986	5.37008	5.32108	9.45666
ENSFDAG00000006762	46.2188	52.7369	55.5107	53.7596	61.5478	58.303	59.2794	50.3213
ENSFDAG00000006763	1.06959	0.409245	1.28714	2.21446	0.849846	1.2861	0.915699	4.1814
ENSFDAG00000006764	0	0	0	0	0	0	0	0
ENSFDAG00000006765	30.5572	23.1311	24.8997	20.1819	23.9578	31.6662	16.738	18.7988
ENSFDAG00000006766	51.8041	66.6194	48.1917	60.094	57.1427	52.3051	44.0672	66.0123
ENSFDAG00000006767	1231.667	1505.03	1387.331	1299.717	1329.5700000115	1407.323	1182.99	1400.379
ENSFDAG00000006768	178.551	154.172	225.729	235.189	199.085	202.139	201.27	176.793
ENSFDAG00000006769	60.7707	75.0344	63.7552	95.9626	74.7242	82.4271	69.7604	92.6777
ENSFDAG00000006770	11.0807	8.52078	8.55719	6.61725	8.90009	6.91442	6.55832	5.83613
ENSFDAG00000006772	0	0	0	0	0	0	0	0
ENSFDAG00000006773	0.582427	1.0561	1.13713	1.15452	1.256	0.71212	0.964183	1.31596
ENSFDAG00000006774	0	0.917047	0.0808403	0.11139	0	0.106877	0.153219	0
ENSFDAG00000006776	134.611	139.478	113.315	85.0733	102.009	100.398	52.9543	95.4427
ENSFDAG00000006777	0.804607	0.233558	0	0.770175	0.487961	0	0.17493	0
