sample_SRR6293978	sample_SRR6293979	sample_SRR6293980	sample_SRR6293981	sample_SRR6293982
ENSSTOG00000015788	12.0281	10.5159	10.804851	10.307	11.8991
ENSSTOG00000015789	15.4198	16.795	11.5635	15.0306	17.8341
ENSSTOG00000015790	11.2999	10.7305	11.5996	10.0743	10.2492
ENSSTOG00000015791	0.133888	0.165404	0.171067	0.0942437	0.175625
ENSSTOG00000015792	34.8469	34.4021	40.1704	34.0118	34.9433
ENSSTOG00000015793	35.5983	32.6091	34.7186	32.7017	32.8703
ENSSTOG00000015795	4.36682	5.59103	3.93268	6.09795	5.73057
ENSSTOG00000015796	25.0549	25.8914	24.958	25.1904	22.2637
ENSSTOG00000015798	18.862835497	15.66445619454	14.5264515	16.40373	14.90803
ENSSTOG00000015799	30.9375	26.3245	28.3629	26.7057	29.0635
ENSSTOG00000015800	61.711	56.388	62.5224	60.1327	56.7594
ENSSTOG00000015801	0	0.2181003	0	0.100851	0
ENSSTOG00000015802	0	0	0.0688369	0	0
ENSSTOG00000015806	92.50289	88.38834	82.83807	82.23808	88.91804
ENSSTOG00000015808	0.337951	0.138969	0	0.118717	0.36883
ENSSTOG00000015809	0.620573	0.856703	0.523014	0.768428	0.904497
ENSSTOG00000015810	0	0	0	0	0
ENSSTOG00000015811	6.85792	6.91847	6.75805	8.70891	7.03709
ENSSTOG00000015812	15.8152	13.6805	17.4882	15.8038	17.5508
ENSSTOG00000015815	35.6989	33.1662	36.9227	34.2334	33.6805
ENSSTOG00000015817	0	0	0	0	0
ENSSTOG00000015819	11.3892	13.295	13.7457	12.1288	11.5663
ENSSTOG00000015820	3.72496	3.69266	3.0173	3.585	3.22572
ENSSTOG00000015821	1.13469	0.797697	0.681608	1.0085	0.847193
ENSSTOG00000015822	1.22701	0.877971	0.778085	0.427851	0.798479
ENSSTOG00000015824	3.57722	3.34317	3.49832	3.8693	3.92074
ENSSTOG00000015825	2.01291	1.49298	1.54331	1.27226	1.74188
ENSSTOG00000015829	1.6247370775	2.315609	2.477091	1.32304935428	2.0525574
ENSSTOG00000015831	7.30759	7.66765	7.4114	6.90055	6.56251
ENSSTOG00000015833	2.57146	2.11398	1.26068	2.75116	2.35243
ENSSTOG00000015834	0	0	0	0.278155	0
ENSSTOG00000015836	9.71307	9.32359	9.03207	10.2786	8.11393
ENSSTOG00000015838	16.9877	16.4191	16.7056	16.7131	15.8641
ENSSTOG00000015839	0.104642	0.0859192	0	0	0
ENSSTOG00000015842	3.35348	2.98082505	3.962157	2.045210470692	3.937629
ENSSTOG00000015843	3.28186	2.08339	2.76555	1.48483	1.73325
ENSSTOG00000015844	16.0615	15.2481	15.511	16.2823	13.9818
ENSSTOG00000015847	40.8577	37.4562	33.9677	35.7656	34.4421
ENSSTOG00000015851	0.495053	0.395796	0	0.335746	0.418927
ENSSTOG00000015852	1.17666	1.53542	1.16685	0.69685	1.49763
ENSSTOG00000015853	47.29183	44.87604	45.32282	42.14121	43.53473
ENSSTOG00000015854	15.9265	17.3131	14.3326	13.8401	13.5694
ENSSTOG00000015855	3.93045	4.59958	4.84551112691	4.70696781	3.76012
ENSSTOG00000015856	57.5764	50.847	53.7513	55.5755	51.8368
ENSSTOG00000015857	82.7113	83.0828	87.058	78.2131	78.4907
ENSSTOG00000015858	50.19927	51.236171	49.079342	50.169566	48.40108
ENSSTOG00000015859	51.6846	52.3931	55.142	39.3184	47.3068
ENSSTOG00000015860	41.3783	42.59703	43.9009	41.36521	39.02559
ENSSTOG00000015861	6.4987	6.15771	5.76083	5.46291	6.2572
ENSSTOG00000015862	24.686	25.6207	26.703037	23.1393	23.1309
ENSSTOG00000015867	63.3317	62.7948	68.3505	67.1371	67.4733
ENSSTOG00000015869	71.5375	73.4257	76.3359	76.9147	71.8501
ENSSTOG00000015870	107.6807	108.8061	115.3956	102.6717	104.3599
ENSSTOG00000015873	8.53176	8.72183	8.36735	5.55259	4.94438
ENSSTOG00000015874	0.295441	1.69891	0.837488	0.82902	0.772864
ENSSTOG00000015875	9.11955	9.46974	9.4984	8.45318	9.19914
ENSSTOG00000015877	47.8579	51.0946	52.7771	51.9301	49.8455
ENSSTOG00000015878	0.419861	0.492177	0.364741	0.67942	1.21422
ENSSTOG00000015879	19.401297	18.693415	20.809566	21.622272	20.848694
ENSSTOG00000015881	19.642	15.5453	16.9581	16.3274	17.4748
ENSSTOG00000015883	19.1314	18.2892	20.6407	19.9447	18.2214
ENSSTOG00000015884	19.49351	17.98091	14.88128	17.61788	16.24237
ENSSTOG00000015888	60.9978	59.263	63.8431	58.1355	57.3817
ENSSTOG00000015889	0.494118	0.538258	1.113	0.917795	0.571055
ENSSTOG00000015890	11.67121	11.1937	11.07173	11.70497	11.30355
ENSSTOG00000015892	35.62888	33.39034	34.55439	34.063	31.29863
ENSSTOG00000015893	13.7908	14.5926	14.740003	13.9525	15.3227
ENSSTOG00000015894	23.9188	26.3403	28.4875	26.6611	21.2095
ENSSTOG00000015896	23.8553	20.3089	22.781	21.3948	22.4643
ENSSTOG00000015897	13.3671	15.0911	16.2828	12.8017	17.6081
ENSSTOG00000015899	35.1896	31.84334	33.72524	29.00362	29.15588
ENSSTOG00000015902	14.7384	14.85192	15.08328	15.13515	13.11677
ENSSTOG00000015904	8.21707	8.45102	8.89553	8.93418	7.96454
ENSSTOG00000015908	78.732	89.4107	95.0709	83.3654	93.4756
ENSSTOG00000015909	13.9647	17.2041	18.8572	16.6263	16.0286
ENSSTOG00000015913	0	0.127111	0	0	0
ENSSTOG00000015914	17.2382	19.2489	18.4851	18.6262	19.731
ENSSTOG00000015915	18.111979	13.201129	16.77666	14.382329	14.413754
ENSSTOG00000015918	78.0916	79.6907	77.7235	76.3794	80.3057
ENSSTOG00000015921	17.0648	14.6874	14.2595	14.4376	15.637
ENSSTOG00000015925	57.5922	61.7794	59.392	58.161	56.9034
ENSSTOG00000015926	13.76816	12.53745	10.05373	12.01319	15.22925
ENSSTOG00000015927	58.5113	63.0089	67.1848	66.1522	58.2256
ENSSTOG00000015928	46.1625	49.8123	51.8348	53.1898	52.337
ENSSTOG00000015929	144.2242	134.571	135.619	138.9141	144.1895
ENSSTOG00000015932	5.59819	7.7047	6.39593	6.15264	4.25209
ENSSTOG00000015933	1.29819	0.786973	1.27664	1.37745	1.27295
ENSSTOG00000015934	2.94172	4.40236	3.79318	3.84593	3.2257
ENSSTOG00000015936	0	0	0	0	0
ENSSTOG00000015937	19.2852	23.5498	21.9775	21.3665	20.8628
ENSSTOG00000015938	4.56612	4.3522	4.72354	6.24569	4.62122
ENSSTOG00000015940	0.744022	0.614432	0.651525	0.755264	0.95986320065
ENSSTOG00000015941	4.65737	2.04027	1.66246	2.16602	3.01953
ENSSTOG00000015943	2.53675	1.25159	1.80125	2.21117	1.79176
ENSSTOG00000015946	1.853771	2.6954	1.41923	1.387804	1.413772
ENSSTOG00000015947	1.40419	2.13386	2.33336	1.85128	1.94261
ENSSTOG00000015949	259.211	273.952	271.621	260.219	273.125
ENSSTOG00000015950	33.1544	33.4464	33.8152	34.6821	34.1758
ENSSTOG00000015953	11.6076	11.6327	13.9789	13.6359	13.8444
ENSSTOG00000015955	28.8749	27.7403	29.3196	25.1032	25.4741
ENSSTOG00000015956	56.3121	50.3842	57.908	59.1836	55.7966
ENSSTOG00000015957	38.8243	36.2474	35.67	36.2933	37.1021
ENSSTOG00000015960	4.419635	3.560667	3.933676	3.89021	4.34797
ENSSTOG00000015961	100.016	89.5796	98.6599	88.8004	92.0852
ENSSTOG00000015962	151.283	147.08	160.049	146.68	149.89
ENSSTOG00000015963	34.3725486077	35.40429453	38.20752	35.39743	40.28448
ENSSTOG00000015964	29.8973	27.1814	25.4828	27.0851	25.9772
ENSSTOG00000015965	38.8356	35.418996	37.008056	32.578161	32.795604
ENSSTOG00000015967	51.8779	51.8741	50.6508	50.2351	48.6143
ENSSTOG00000015969	172.495	160.712	170.436	163.436	171.171
ENSSTOG00000015970	15.2062	15.9785	15.818	15.7009	16.1643
ENSSTOG00000015971	40.34683	42.745854	45.142692	40.335813	42.110938
ENSSTOG00000015974	12.09218	11.08431	9.92589	11.08083	11.58551
ENSSTOG00000015975	1.40056	1.86761	2.55647	1.36146	1.39978
ENSSTOG00000015977	3.31429	3.61046	5.55927	5.07765	3.50449
ENSSTOG00000015978	26.47178	26.1796	26.52903	27.0943	24.1545
ENSSTOG00000015979	28.593	24.9842	24.5082	25.7093	23.9048
ENSSTOG00000015981	7.30735	4.86159	5.62319	5.30163	5.63688
ENSSTOG00000015983	3.54271	4.4163	4.35533	4.42851	4.27353
ENSSTOG00000015985	21.735	23.7988	16.8618	20.1468	22.9151
ENSSTOG00000015986	48.4702	44.2977	46.4165	47.4485	44.4093
ENSSTOG00000015989	9.963719	10.582525	11.676446	12.264715	9.98119
ENSSTOG00000015991	152.361	129.003	140.445	139.996	152.868
ENSSTOG00000015992	1.3863200421372	1.44582	2.118703293	2.654329	1.82354
ENSSTOG00000015993	2.19982592	1.566838	1.886746	2.057566	1.622438
ENSSTOG00000015995	5.89596	9.13665	6.33623	7.95046	8.84452
ENSSTOG00000015997	35.0407	37.2772	42.1144	42.5286	41.8791
ENSSTOG00000015998	38.4205	39.1527	41.7488	38.5503	37.641
ENSSTOG00000016000	21.5571	23.569	23.2938	23.15	23.0282
ENSSTOG00000016004	106.6356	102.16	106.3904	109.0728	103.9761
ENSSTOG00000016006	22.13707	21.0235	22.40575	21.76643	20.56738
ENSSTOG00000016009	14.5938	9.32102	9.09254	10.864	11.4718
ENSSTOG00000016011	21.6829	23.6165	22.8118	20.0472	23.2484
ENSSTOG00000016012	0.431021	0.546013	0.171898	0.385897	0.353023
ENSSTOG00000016013	10.5544	9.87914	11.0159	7.91664	9.94372
ENSSTOG00000016015	9.075731	11.1228	8.85441	10.29885	11.39974
ENSSTOG00000016016	14.7822	15.5734	16.4237	15.7229	15.4628
ENSSTOG00000016020	0	0.0370453	0.0766352	0.0316801	0
ENSSTOG00000016021	16.6611	20.5571	21.6539	15.6001	15.8829
ENSSTOG00000016022	57.0801	54.7411	54.0412	54.707	53.4569
ENSSTOG00000016023	19.9726	19.3616	20.7103	20.7867	20.9301
ENSSTOG00000016025	1.68273	1.42242	0.937525	1.11404	1.49802
ENSSTOG00000016027	22.8704	23.7863	23.1148	21.36	22.6049
ENSSTOG00000016028	17.75094	14.166617	11.574018	11.084612	12.21612
ENSSTOG00000016029	0.230369	0.0631929	0.261415	0.161985	0.268367
ENSSTOG00000016031	37.75394	36.97803	38.29526	38.65018	37.10731
ENSSTOG00000016032	1.49724	3.2729	2.6438	2.35656	3.58178
ENSSTOG00000016033	12.2149	9.12713	9.68327	10.2328	8.53442
ENSSTOG00000016035	2.25272	2.26458	1.56129	2.11049	2.11273
ENSSTOG00000016037	0.846285	0.577346	0.716293	0.689462	0.245037
ENSSTOG00000016039	5.01451	5.83701	4.32832	5.36523	4.67752
ENSSTOG00000016041	23.9712	26.3211	25.8194	23.7015	23.71
ENSSTOG00000016042	26.53267	31.77649	29.76241	29.8319	25.09044
ENSSTOG00000016043	9.09615	7.16221	7.71644	7.94151	7.83067
ENSSTOG00000016045	30.26101	27.95559	24.50611	24.77221	22.23919
ENSSTOG00000016046	20.7999	20.711	23.569	20.786	20.7451
ENSSTOG00000016047	33.6038	33.2071	31.0647	29.1526	25.5553
ENSSTOG00000016049	25.8043	25.3948	25.6465	25.6548	24.3502
ENSSTOG00000016050	24.485	25.0731	24.1578	21.8902	23.3092
ENSSTOG00000016051	28.4214	24.5848	28.8193	23.558209	28.8836
ENSSTOG00000016054	11.7921	10.9535	10.7467	11.3573	12.4977
ENSSTOG00000016055	12.455178	13.658894	12.22465	12.95724	12.1791
ENSSTOG00000016056	24.5741	26.1519	25.5919	25.0898	24.0312
ENSSTOG00000016057	279.468	258.61	235.957	211.138	217.995
ENSSTOG00000016059	22.8389	22.0419	23.9712	21.0535	20.2373
ENSSTOG00000016060	1.62195	1.68675	0.521106	0.710913	4.72247
ENSSTOG00000016061	0.26787	0.132514	0.502554	0.113296	0.281442
ENSSTOG00000016063	31.2509	28.425	28.9053	29.7338	28.949
ENSSTOG00000016068	59.0844	65.1815	65.3932	61.342	66.1575
ENSSTOG00000016069	41.8015	42.0657	45.1041	44.535	42.2329
ENSSTOG00000016071	16.4675854	16.68602960601	18.06945594	16.998568894773	17.3988542071939
ENSSTOG00000016072	54.1818	51.3254	53.4537	55.6191	52.7697
ENSSTOG00000016075	39.4064	33.88762	33.54892	30.74754	33.4572577391
ENSSTOG00000016076	0.202209	0.501432	0.365017	0.22248	0.0591828
ENSSTOG00000016078	18.396	20.3962	21.1477	18.5214	17.931
ENSSTOG00000016080	4.034973	3.3242	3.574987	3.439955	3.247291
ENSSTOG00000016082	21.0939	20.5924	19.0268	17.3019	18.3783
ENSSTOG00000016083	0	0.282872	0	0	0
ENSSTOG00000016084	430.681	390.583	439.511	402.909	404.925
ENSSTOG00000016085	14.72299	16.1214	16.41027	14.62595	14.170784
ENSSTOG00000016086	18.2267	16.044	18.5753	18.7198	17.3133
ENSSTOG00000016087	45.0228	42.8654	43.0262	46.4765	41.648
ENSSTOG00000016089	2.10791	1.86545	1.765264	2.24751	1.84612161
ENSSTOG00000016092	0.0896539	0	0	0.062953	0
ENSSTOG00000016093	1.03655	1.39386	0.800783	1.3227	0.904209
ENSSTOG00000016094	8.42356	9.16894	10.368	8.18125	8.35888
ENSSTOG00000016095	37.81188	36.5215	35.51586	36.53781	34.89973
ENSSTOG00000016097	57.835	59.8107	57.159	72.0501	68.7276
ENSSTOG00000016098	38.97193	41.69934	40.28824	38.58362	41.91479
ENSSTOG00000016100	0	0	0	0	0
ENSSTOG00000016101	41.1868	48.9658	35.5832	38.3071	33.4566
ENSSTOG00000016108	0.251865	0.103751	0.107305	0.0443411	0
ENSSTOG00000016111	3.85134	4.46983	4.96486	5.00371	3.69599
ENSSTOG00000016114	18.5645	21.5767	23.4006	22.9687	20.3048
ENSSTOG00000016119	13.57485	14.63367	12.84089	13.40358	12.59544
ENSSTOG00000016122	57.0323	60.4368	74.1689	69.8667	65.64707
ENSSTOG00000016123	44.9256	44.6152	46.5155	44.3956	45.4818
ENSSTOG00000016124	0.0744874	0.153741	0.127221	0.0526007	0.065315
ENSSTOG00000016126	3.02407	2.29931	1.52783	2.37789	1.74168
ENSSTOG00000016127	503.638	465.02	487.801	486.57	481.48
ENSSTOG00000016128	1.49656	0.957011	0.758059	1.10376	1.31066
ENSSTOG00000016129	80.07038	85.9902	86.20653	86.27217	83.16348
ENSSTOG00000016131	25.2181	25.7817	25.4973	25.5187	24.5124
ENSSTOG00000016136	41.1961	41.5463	40.6444	46.1829	40.5364
ENSSTOG00000016137	11.2188	8.3259	8.82638	9.39572	8.73245
ENSSTOG00000016138	20.6269	22.9211	25.8131	27.1656	18.8582
ENSSTOG00000016140	22.2247	22.10528	18.94393	18.86062	21.4948
ENSSTOG00000016141	6.50896	7.8723	6.45544	8.07606	6.699727
ENSSTOG00000016142	83.218	84.8011	87.3723	86.9774	89.4647
ENSSTOG00000016146	6.09647	7.07542	5.33525	5.98054	5.63327
ENSSTOG00000016147	12.2701	11.7419	8.67364	11.9327	12.6452
ENSSTOG00000016149	76.3286	84.3284	99.2302	78.3426	83.4963
ENSSTOG00000016151	22.23771	24.00777	27.54452	24.1475	21.88562
ENSSTOG00000016154	9.111	8.93163	10.1326	12.42846	10.2633
ENSSTOG00000016155	8.18926	7.38891	4.77594	4.979331	5.7023
ENSSTOG00000016156	29.53609	30.6699	26.09533	29.25129	30.00759
ENSSTOG00000016157	4.56206	3.81987	2.35638	3.54973	2.41899
ENSSTOG00000016161	0.0393235	0.162299	0.100726	0.19434	0.0689494
ENSSTOG00000016162	18.4091	16.3256	17.8592	17.7429	18.0049
ENSSTOG00000016163	0	0	0	0	0
ENSSTOG00000016164	11.8767	11.1746	9.49989	11.2516	13.3473
ENSSTOG00000016167	25.75058	22.60827	25.3002	23.04064	23.72597
ENSSTOG00000016168	17.6974	17.4371	16.7878	16.7472	14.0311
ENSSTOG00000016169	37.4664	36.1008	43.4316	37.0266	32.0635
ENSSTOG00000016171	2.97788	3.67912	3.2587	3.3838	2.61343
ENSSTOG00000016172	0.818738	0.675622	0.882736	0.821086	0.528711
ENSSTOG00000016173	33.3082	30.6281	35.1662	35.3552	34.1236
ENSSTOG00000016175	0.512686	0.0842051	0.696592	0.0718995	0.178757
ENSSTOG00000016176	4.17071	2.44711	2.36182	1.95036	3.37679
ENSSTOG00000016177	15.0257	15.9776	15.5267	14.4167	12.2584
ENSSTOG00000016179	12.0269	12.4612	14.0353	12.9755	12.7171
ENSSTOG00000016180	9.963	7.50834	8.74993	7.06243	8.40822
ENSSTOG00000016181	309.548	300.478243	326.516	294.74	303.96526
ENSSTOG00000016182	33.1003	36.4708	40.6265	32.4399	29.7285
ENSSTOG00000016184	139.83104	133.0808	142.1511	144.9999	143.8043
ENSSTOG00000016186	5.50382	5.37481	4.86451	4.94633	4.66462
ENSSTOG00000016187	30.29	28.2078	26.4601	29.9797	25.7458
ENSSTOG00000016189	59.0952	61.9678	58.8706	55.9099	53.8602
ENSSTOG00000016190	37.54935	37.1836	33.06165	33.44038	31.42688
ENSSTOG00000016191	84.3593	89.2234	80.572	89.3705	78.8895
ENSSTOG00000016192	28.4936	27.8511	26.9902	26.9276	25.721
ENSSTOG00000016193	18.2654	13.0014	14.2368	13.6965	16.122
ENSSTOG00000016195	18.1232	17.6726	19.527	19.2072	17.7152
ENSSTOG00000016196	61.7842	65.5915	63.8141	64.913	64.5791
ENSSTOG00000016197	182.31418	188.10442	189.70911	178.66821	175.37144
ENSSTOG00000016198	4.16761	3.87699	3.2027	4.04184	4.68692
ENSSTOG00000016199	14.7145	16.0168	16.8402	14.9742	14.9747
ENSSTOG00000016200	6.104195	4.83945	3.97276	3.20195	4.312859
ENSSTOG00000016202	19.795785	18.90715	24.171758	18.21032	17.042173
ENSSTOG00000016206	10.7605	12.6211	10.8082	11.164	10.8139
ENSSTOG00000016207	87.7001	82.1622	76.8221	73.4558	82.3442
ENSSTOG00000016210	222.78547	209.755	217.104000001874	198.698000275959	207.2730370501
ENSSTOG00000016211	6.30147	5.97196	6.65115	6.3919	5.85252
ENSSTOG00000016213	24.10405	27.20074	33.94202	25.28497	28.95869
ENSSTOG00000016215	12.6199	9.32938	12.0749	8.97645	12.5666
ENSSTOG00000016216	6.88642	5.972364	5.53254165502	6.208822	5.81462
ENSSTOG00000016217	13.1489	13.6783	15.3827	15.7987	13.7984
ENSSTOG00000016219	26.5636	28.0338	27.0149	27.9744	26.1957
ENSSTOG00000016220	0	0	0	0	0
ENSSTOG00000016221	0	0	0	0	0
ENSSTOG00000016222	89.2052	90.0871	91.2484	81.9428	85.7324
ENSSTOG00000016223	185.182737	185.6739045503	200.84915	207.6891	188.89238841
ENSSTOG00000016224	14.3937	12.4137	12.7965	11.8678	14.4785
ENSSTOG00000016227	49.32820163404	56.9551004075	58.56491035	57.62105668	62.519840438332
ENSSTOG00000016228	27.9799	30.6911	33.3212	28.5303	27.241
ENSSTOG00000016229	193.349	186.435	214.073	183.045	185.793
ENSSTOG00000016230	35.9673	34.8855	36.234	38.9754	34.279
ENSSTOG00000016232	126.647	120.575	125.327	131.64	140.699
ENSSTOG00000016233	37.044	41.3508	46.2924	41.6636	42.8107
ENSSTOG00000016234	21.1104	17.5375	19.9077	19.3051	15.4111
ENSSTOG00000016236	11.0934	12.8668	13.1203	12.3659	12.3949
ENSSTOG00000016240	54.3153	50.2426	44.0499	47.7673	46.7751
ENSSTOG00000016242	75.2217	81.1994	74.3499	63.3881	73.9511
ENSSTOG00000016243	0.297949	0.184489	0.508885	0.131502	0.163288
ENSSTOG00000016245	4.84157	4.46948	5.1614	4.97151	4.05511
ENSSTOG00000016246	14.5498	14.1456	15.8064	14.9331	13.2949
ENSSTOG00000016248	0	0	0	0	0.104562
ENSSTOG00000016249	16.80466	18.50743	18.70824	17.82228	17.48787
ENSSTOG00000016250	41.1533	37.0588	36.4497	41.6492	42.9495
ENSSTOG00000016251	31.201	30.5688	32.7966	31.882	32.162
ENSSTOG00000016252	7.58232	8.43485	7.83214	8.54267	7.80726
ENSSTOG00000016256	0.743363	1.04017	0.506233	1.09796	0.454739
ENSSTOG00000016257	0.991871	1.436249	0.405653	0.88477821	0.738438
ENSSTOG00000016258	78.4221	86.9641	84.3045	87.7281	78.3878
ENSSTOG00000016259	131.602	127.035	123.706	122.064	121.047
ENSSTOG00000016261	34.2673	32.869	32.63	37.0304	34.8259
ENSSTOG00000016262	72.444741	69.452	81.144473	67.3819	65.706458
ENSSTOG00000016263	2.091321	2.201837	1.65146	2.44935	1.57109
ENSSTOG00000016266	18.56965	19.256622	16.60768	16.68168	16.99613
ENSSTOG00000016267	2.55764	2.74048	3.15151	2.57311	2.28943
ENSSTOG00000016269	2.91834	2.57833	1.95565	2.46168	3.42256
ENSSTOG00000016271	4.29642	3.9447	3.97526	4.10682	3.75908
ENSSTOG00000016272	14.612	17.5999	17.0928	15.2458	14.0294
ENSSTOG00000016274	0.510776	0.840934	0.683338	0.718605	0.892848
ENSSTOG00000016276	507.772	504.204	590.35	437.039	470.869
ENSSTOG00000016277	3.41785	3.90327	3.10453	2.30617	2.97396
ENSSTOG00000016279	12.4092	13.0095	13.2943	9.72979	11.1139
ENSSTOG00000016280	6.83804	7.42165	6.74098	6.87359	6.12808
ENSSTOG00000016281	1.43016	1.70466	1.22681	1.15604	1.47296
ENSSTOG00000016282	23.2816	22.2945	24.5884	23.2632	19.4452
ENSSTOG00000016283	10.48983	11.5987	10.44953	9.42417	10.619149
ENSSTOG00000016286	149.664	158.36	193.673	189.556	181.428
ENSSTOG00000016287	28.89805	29.13677	31.03625	27.14135	28.45217
ENSSTOG00000016288	43.2742	40.8211	43.6402	45.4761	44.0787
ENSSTOG00000016289	0.0468629	0.0258387	0.0668245	0.0552849	0.0686224
ENSSTOG00000016291	12.5197	11.6913	11.1327	10.9141	12.396
ENSSTOG00000016293	118.2117	115.2691	114.7937	122.0391	119.6094
ENSSTOG00000016297	94.6822	79.0268	99.8684	85.8119	97.4654
ENSSTOG00000016298	0.653963	2.83814	1.46668	2.71816	2.44481
ENSSTOG00000016301	105.288	89.8711	96.8385	104.25	92.3277
ENSSTOG00000016304	6.09898	4.31076	4.52467	4.01301	3.48372
ENSSTOG00000016305	0.190668	0.137888	0.122261	0.26968	0.125545
ENSSTOG00000016306	40.649	41.4643	42.7149	41.5462	42.4171
ENSSTOG00000016307	65.0598	76.4711	75.9097	74.6639	69.0982
ENSSTOG00000016309	3.64827	3.44264	3.67638	3.59091	3.57321
ENSSTOG00000016310	61.6479	61.7711	66.8083	63.0366	59.6479
ENSSTOG00000016311	7.43969	5.21723	6.13017	6.45946	6.42698
ENSSTOG00000016314	0.848225	0.97661	0.288562	0.238366	0.666504
ENSSTOG00000016315	0.325935	0.246085	0.285867500064888	0.3170174	0.21349790005564
ENSSTOG00000016316	7.404	6.79037	8.34406	8.32482	6.81237
ENSSTOG00000016317	0	0	0	0	0
ENSSTOG00000016319	0	0	0	0	0
ENSSTOG00000016321	9.53337	8.64009	9.12652	7.74024	8.29654
ENSSTOG00000016322	38.77937145	36.812192	39.5615670037957	38.657157	36.90328728
ENSSTOG00000016323	27.279	29.9399	30.3586	31.2389	32.5775
ENSSTOG00000016326	77.2551	77.7844	82.4997	74.3337	72.8695
ENSSTOG00000016327	0	0	0	0	0
ENSSTOG00000016328	18.12758	18.707497	18.92951	19.226109	20.591961
ENSSTOG00000016329	1.42807	1.52382	1.18084	1.29308	2.01559
ENSSTOG00000016330	0	0.342315	0	1.16178	1.08675
ENSSTOG00000016332	44.5831	42.4825	39.4782	32.2499	27.2587
ENSSTOG00000016333	12.32488	12.6685	12.0454	11.1929	10.8018
ENSSTOG00000016335	2.27559	1.69442	1.48864	2.22416	2.46548
ENSSTOG00000016336	0.190104	0.126688	0.194866	0.109228	0.133874
ENSSTOG00000016337	0	0	0	0	0
ENSSTOG00000016339	1.54308	1.25795	1.85805	2.00945	1.66766
ENSSTOG00000016340	554.008	531.84	553.788	548.135	538.902
ENSSTOG00000016342	25.3341	21.5456	16.2225	16.4507	17.0421
ENSSTOG00000016345	75.4476	73.2089	75.1252	73.2808	68.7388
ENSSTOG00000016346	34.3083	33.739	37.3185	35.366	35.0333
ENSSTOG00000016347	60.8537	68.052	62.6939	63.1714	67.011
ENSSTOG00000016348	8.18645	7.43645	9.03255	9.46964	10.7108
ENSSTOG00000016349	0	0	0.0360433	0.0894047	0
ENSSTOG00000016351	62.0628	60.7303	59.8354	57.8078	62.8961
ENSSTOG00000016352	38.59905	38.56484	34.65679	36.14883	34.81891
ENSSTOG00000016354	2.97858	1.52105	1.77498	1.93434	2.52658
ENSSTOG00000016355	0	0	0	0	0
ENSSTOG00000016356	71.9825	83.2496	75.3719	73.8902	74.7837
ENSSTOG00000016357	44.6108	44.11	46.6264	45.6548	46.7233
ENSSTOG00000016358	0.204487	0	0	0	0.0891246
ENSSTOG00000016359	74.9132	87.1514	94.7959	80.1107	79.8987
ENSSTOG00000016362	0	0.188263	0	0.0803494	0.099903
ENSSTOG00000016367	8.23201	7.49485	8.49868	7.9487	6.09031
ENSSTOG00000016368	21.5513	21.6263	21.5661	21.0234	20.5727
ENSSTOG00000016370	42.8854	39.1402	41.1208	44.6546	44.8694
ENSSTOG00000016372	1.60254	1.49098	1.36036	1.34782	1.02398
ENSSTOG00000016373	8.68709	8.29076	8.41481	9.17891	9.53428
ENSSTOG00000016375	4.38689	2.81318	2.18043	2.9835	3.71933
ENSSTOG00000016376	227.785	204.4354	214.196	222.238	221.809
ENSSTOG00000016378	55.7417	52.4854	56.5045	52.0211	50.95132
ENSSTOG00000016385	5.52692	5.18764	3.73409	4.33596	3.60577
ENSSTOG00000016386	5.67975	5.85317	5.17552	5.14095	4.77941
ENSSTOG00000016387	2.60978	2.20651	2.46663	2.0823	3.52252
ENSSTOG00000016388	24.77811	28.64403	29.94456	28.27575	27.52618
ENSSTOG00000016391	0.310703	0	0	0.844311	0
ENSSTOG00000016392	0	0	0.0804294	0	0
ENSSTOG00000016395	98.9754	97.4622	98.956	99.0007	92.6443
ENSSTOG00000016396	18.8416	16.2218	18.9838	21.5195	19.222
ENSSTOG00000016397	9.34555	13.0473	9.54185	10.9647	9.27443
ENSSTOG00000016403	1.18941	1.677849	1.343787	2.051078	1.309619
ENSSTOG00000016404	28.1614	28.8921	29.935	29.4972	26.8393
ENSSTOG00000016405	52.9369	52.2763	56.2468	53.2255	52.0608
ENSSTOG00000016406	42.91059	30.41536	44.18415	40.22583	48.83746
ENSSTOG00000016409	0	0.211891	0	0	0
ENSSTOG00000016411	4.56309	4.93743	4.70608	5.6869	4.79964
ENSSTOG00000016412	16.51335	16.50641	15.06511	17.56413	15.6743
ENSSTOG00000016413	2.01809	2.8857	1.93974	2.15684	2.29756
