sample_SRR3879744	sample_SRR3879745	sample_SRR3879746
ENSCHIG00000024470	0.1583217	0.0188594	0.024106
ENSCHIG00000024471	0.293543	0.710105	0.561682
ENSCHIG00000024472	41.8218	44.5214	45.2894
ENSCHIG00000024473	44.9458	51.0723	40.473
ENSCHIG00000024474	4.37534	6.13436	5.68321
ENSCHIG00000024475	26.7248	24.8232	26.9188
ENSCHIG00000024476	29.7217	34.1241	31.5077
ENSCHIG00000024477	0.583156	0.385927	0.570858
ENSCHIG00000024478	38.0425	41.7011	38.0671
ENSCHIG00000024479	42.3606	35.0176	39.7073
ENSCHIG00000024480	26.1835	32.4244	26.3613
ENSCHIG00000024481	44.5265	38.0077	43.6193
ENSCHIG00000024482	3.27085	3.16074	5.30442
ENSCHIG00000024483	0.3208618	0.465838	3.177669
ENSCHIG00000024484	17.153903	17.12297	18.926057
ENSCHIG00000024485	198.751	200.549	211.461
ENSCHIG00000024486	5.1186348	6.77738	6.65095
ENSCHIG00000024487	16.9251	19.2571	15.075
ENSCHIG00000024488	2.32331	2.27633	3.2264
ENSCHIG00000024489	11.613645	16.81841	13.526659
ENSCHIG00000024490	1.21803	0.550279	0.944741
ENSCHIG00000024491	0.0533687	0	0
ENSCHIG00000024492	6.20705	8.13366	8.53113
ENSCHIG00000024493	6.86436	8.6479	8.37585
ENSCHIG00000024494	0.4533350139383	1.396336	1.47883000285037
ENSCHIG00000024495	0.144955	0.522059	0.988145
ENSCHIG00000024496	134.589	97.2358	102.66
ENSCHIG00000024497	18.271605	19.401232	20.036398
ENSCHIG00000024498	21.0132	18.4726	21.5919
ENSCHIG00000024499	1.909	1.89312	2.17183
ENSCHIG00000024500	0.59624	1.02685	1.04679
ENSCHIG00000024501	4.34006	4.65597	5.59434
ENSCHIG00000024502	5.81819	6.11423	6.58625
ENSCHIG00000024503	348.064	266.609	218.739
ENSCHIG00000024504	21.4885	18.59009	26.88185
ENSCHIG00000024505	17.49754	22.02674	19.79448
ENSCHIG00000024506	0.65638	1.50997	1.19131
ENSCHIG00000024507	0.616717	1.626573	4.44262
ENSCHIG00000024508	8.71776	7.50031	10.1739
ENSCHIG00000024509	35.9919	34.015	36.7177
ENSCHIG00000024510	0	0	0
ENSCHIG00000024511	6.42483	7.63652	26.0885
ENSCHIG00000024512	0.398171	0.584543	1.93646
ENSCHIG00000024513	2.99513	2.17395	11.8073
ENSCHIG00000024514	32.4241	27.7767	31.0335
ENSCHIG00000024515	0	0	0
ENSCHIG00000024516	0.678907	1.22082	0.793921
ENSCHIG00000024517	2.368598	2.002563	2.529663
ENSCHIG00000024518	1.27142	0.171328	0.454755
ENSCHIG00000024519	1.84325	1.66976	2.12213
ENSCHIG00000024520	0	0	0
ENSCHIG00000024521	12.881	17.2067	17.4261
ENSCHIG00000024522	0.518836	0.731561	0.647316
ENSCHIG00000024523	10.729006	11.268837	12.381389
ENSCHIG00000024524	216.943	181.365	179.232
ENSCHIG00000024525	9.06887	9.68403	12.1357
ENSCHIG00000024526	1.97159	2.55602	2.38059
ENSCHIG00000024527	61.19	58.5604	56.0051
ENSCHIG00000024528	0	0	0.227378
ENSCHIG00000024529	0.85553	0.944453	0.742232
ENSCHIG00000024530	98.6448	99.7358	97.8395
ENSCHIG00000024531	0.0270965	0.0293423	0.0187688
ENSCHIG00000024532	0	0	0
ENSCHIG00000024533	9.61912	5.66693	8.11882
ENSCHIG00000024534	0	0.0640192	0
ENSCHIG00000024535	0	0.832489	0.784408
ENSCHIG00000024536	37.5666	47.618	39.0357
ENSCHIG00000024537	0	0	0.0716641
ENSCHIG00000024538	5.56441	6.30346	6.75069
ENSCHIG00000024539	293.987	203.496	240.832
ENSCHIG00000024540	0	0	0
ENSCHIG00000024541	1.42746	1.05008	1.981187
ENSCHIG00000024542	2.72948	3.0496	3.10622
ENSCHIG00000024543	1.76646	2.07259	1.79486
ENSCHIG00000024544	6.0050476529	6.57063648095	7.94665600364626
ENSCHIG00000024545	8.13162	13.1005	10.6114
ENSCHIG00000024546	0.187432	0	0.0895897
ENSCHIG00000024547	22.05967	23.3346	23.76531
ENSCHIG00000024548	2.74916	3.21065	3.70032
ENSCHIG00000024549	4.430768662741	6.14550260894159	5.731063212978
ENSCHIG00000024550	0.363276	0.868757	0.840826
ENSCHIG00000024551	14.06413	12.06989	13.96762
ENSCHIG00000024552	0	0	0
ENSCHIG00000024553	3.4712	3.39108	1.98705
ENSCHIG00000024554	13.9406	16.6375	13.791915
ENSCHIG00000024555	5.82861	8.18341	7.55635
ENSCHIG00000024556	10.93851	12.33885	14.0886
ENSCHIG00000024557	24.646006	36.27558	28.39451
ENSCHIG00000024558	12.3793	9.93544	13.5728
ENSCHIG00000024559	2.63883	2.42744	2.04774
ENSCHIG00000024560	6.01421	8.900733	7.52259
ENSCHIG00000024561	1739.74	1360.83	1420.05
ENSCHIG00000024562	69.6901	70.8678	60.8187
ENSCHIG00000024563	0.0456075	0.0595048	0.0632288
ENSCHIG00000024564	0.0791298	0.0808876	0
ENSCHIG00000024565	10.9082	10.9504	12.0312
ENSCHIG00000024566	1.00241	1.76831	1.33791
ENSCHIG00000024567	12.7197	13.2481	13.6645
ENSCHIG00000024568	0.715241	1.35713	1.25458
ENSCHIG00000024569	0.394551	0.184796	0.121675
ENSCHIG00000024570	77.20348	95.91597	78.78567
ENSCHIG00000024571	4.00126	4.97352	5.7457
ENSCHIG00000024572	12.4864	11.2168	11.8762
ENSCHIG00000024573	0.5928051	0.1956287	0.181802
ENSCHIG00000024574	3.015881	3.377933	3.391437
ENSCHIG00000024575	46.0358	88.7998	101.276
ENSCHIG00000024576	64.65276	60.49707	70.80248
ENSCHIG00000024577	23.5091	32.3612	25.435
ENSCHIG00000024578	7.13105	6.62499	5.65258
ENSCHIG00000024579	33.4431	47.0904	39.7545
ENSCHIG00000024580	17.1912	13.8053	15.1001
ENSCHIG00000024581	0	0	0
ENSCHIG00000024582	16.65864	16.99523	16.9593
ENSCHIG00000024583	11.577	16.313	11.7181
ENSCHIG00000024584	0	0	0
ENSCHIG00000024585	0.131451	0.20983	0.179588
ENSCHIG00000024586	14.8831	16.2354	14.9787
ENSCHIG00000024587	3.87337	3.93833	5.32827
ENSCHIG00000024588	23.51347	21.46943	21.40991
ENSCHIG00000024589	6.27249	5.54956	7.75442
ENSCHIG00000024590	0.290406	0.193827	0.13469
ENSCHIG00000024591	0.852946	1.24641	0.891808112688
ENSCHIG00000024592	23.1298	22.8824	23.5921
ENSCHIG00000024593	24.2871	28.8349	22.2166
ENSCHIG00000024594	30.9964	40.8514	39.14
ENSCHIG00000024595	0.3312	0.568045	0.616273
ENSCHIG00000024596	28.9745799	32.8757306	34.3647139
ENSCHIG00000024597	29.3973	41.716	44.5656
ENSCHIG00000024598	6.56791	9.26216	7.60509
ENSCHIG00000024599	0.827513	0.268654	1.06061
ENSCHIG00000024600	4.02129	5.10008	4.47775
ENSCHIG00000024601	5.83969	8.30213	9.13143
ENSCHIG00000024602	29.188	36.8031	39.281
ENSCHIG00000024603	2.3678488	4.251924	5.152805
ENSCHIG00000024604	0.34171	0.33942	0
ENSCHIG00000024605	1.69837	2.16106	1.77855
ENSCHIG00000024606	27.80164	26.14441	30.63297
ENSCHIG00000024607	140.377	136.819	136.428
ENSCHIG00000024608	2.0162636	1.4518	2.680937
ENSCHIG00000024609	13.2856	19.5258	19.6485
ENSCHIG00000024610	27.70845	15.8902	15.9882
ENSCHIG00000024611	8.24149	11.6898	16.7211
ENSCHIG00000024612	27.8816	27.3022	38.1656
ENSCHIG00000024613	0.860955	0.727324	1.11307
ENSCHIG00000024614	2.82102	3.64045	3.35233
ENSCHIG00000024615	13.9168	11.2241	12.5864
ENSCHIG00000024616	22.28585	18.7919	19.944
ENSCHIG00000024617	0.2886676	0.632109	0.469933
ENSCHIG00000024618	3.245347	3.765508	3.646465
ENSCHIG00000024619	41.3307	47.0559	55.1718
ENSCHIG00000024620	32.234374	36.325858	34.006577
ENSCHIG00000024621	0	0.0842234	0.216675
ENSCHIG00000024622	1.30973	2.12274	2.07587
ENSCHIG00000024623	182.63	201.367	186.707
ENSCHIG00000024624	64.164	51.0593	66.1666
ENSCHIG00000024625	11.56217	6.28816	8.98813
ENSCHIG00000024626	7.23682	13.533	9.38023
ENSCHIG00000024627	0.0758425	0.1735218	0.1995336
ENSCHIG00000024628	1.58462	4.97557	1.87343
ENSCHIG00000024629	77.68189	61.97207	58.04715
ENSCHIG00000024630	0.384488	0.630463	0.592189
ENSCHIG00000024631	12.479111	15.694547	15.349617
ENSCHIG00000024632	3.82758	6.92684	6.19793
ENSCHIG00000024633	8.2295	9.81134	8.84534
ENSCHIG00000024634	0	0	0
ENSCHIG00000024635	0	0	0
ENSCHIG00000024636	4.665149	6.118505	6.992587
ENSCHIG00000024637	51.4946	63.2616	51.018
ENSCHIG00000024638	18.938137	28.104317	22.234898
ENSCHIG00000024639	41.488	55.3039	41.679
ENSCHIG00000024640	1.32008	1.4444	1.32067
ENSCHIG00000024641	0	0	0.338397
ENSCHIG00000024642	0.142664	0.274615	1.08476
ENSCHIG00000024643	5.47436	5.37124	5.88561
ENSCHIG00000024644	0.918806	1.99235	2.74315
ENSCHIG00000024645	0.468102	0.952604	0.7090122
ENSCHIG00000024646	10.9265	11.6743	8.66508
ENSCHIG00000024647	0	0	0
ENSCHIG00000024648	23.5054	22.1797	23.7382
ENSCHIG00000024649	37.8766	43.2287	40.6802
ENSCHIG00000024650	317.909	257.309	245.506
ENSCHIG00000024651	0.718527	1.28213	1.13321
ENSCHIG00000024652	19.8273	21.8791	21.7687
ENSCHIG00000024653	14.0488	16.5658	16.5591
ENSCHIG00000024654	37.767318	31.80021	32.158930645808
ENSCHIG00000024655	0.0406792	0.128968	0.497799
ENSCHIG00000024656	0.3405207	0.3656252	1.201740114281
ENSCHIG00000024657	2.60524	3.28121	3.7419
ENSCHIG00000024658	0.883318	0.708975	0.606761
ENSCHIG00000024659	0.0375655	0.15926258	0.0407507
ENSCHIG00000024660	41.094459	39.85253	39.72224000013
ENSCHIG00000024661	15.50571	16.05732	15.98406
ENSCHIG00000024662	0.972844	1.855226	1.603413
ENSCHIG00000024663	5.214442	5.942381	7.41651
ENSCHIG00000024664	1.9676378	1.9647564	3.358092
ENSCHIG00000024665	3.52462	5.10753	3.08217
ENSCHIG00000024666	0	0	0.0467647
ENSCHIG00000024667	0	0	0
ENSCHIG00000024668	83.4601	118.4491	95.27904
ENSCHIG00000024669	17.79683	16.02781	19.98401
ENSCHIG00000024670	0	0	0
ENSCHIG00000024671	11.493532	16.753995	13.9453
ENSCHIG00000024672	204.076	212.347	212.344
ENSCHIG00000024673	61.5108	51.392	43.0433
ENSCHIG00000024674	0.0799076	0.11147	0.0474101
ENSCHIG00000024675	0.0702756	0.0189557	0
ENSCHIG00000024676	3.071917	3.096468	5.829029
ENSCHIG00000024677	3.84835	13.8538	4.34867
ENSCHIG00000024678	10.7821	10.4109	15.3105
ENSCHIG00000024679	0	0	0.45917
ENSCHIG00000024680	28.2633	26.256	26.862
ENSCHIG00000024681	5.82957	5.86706	7.23511
ENSCHIG00000024682	0.267801	0.0691508	0.537538
ENSCHIG00000024683	0.10085	0.062504579412	0.218209
ENSCHIG00000024684	12.31826	16.33037	18.03205
ENSCHIG00000024685	6.51744	6.30042	5.14905
ENSCHIG00000024686	11.186	11.3817	12.6772
ENSCHIG00000024687	49.0541	60.7211	51.0721
ENSCHIG00000024688	113.40338	134.49539	141.6405
ENSCHIG00000024689	3.39555	4.13958	8.47145223005
ENSCHIG00000024690	27.9984	31.8377	30.9984
ENSCHIG00000024691	21.85202	20.48449	18.60161
ENSCHIG00000024692	25.05925	26.96307	25.92129
ENSCHIG00000024693	56.3671	53.157	54.0667
ENSCHIG00000024694	13.4545	15.3351	16.6252
ENSCHIG00000024695	1.77071	2.45701	1.49487
ENSCHIG00000024696	0	0	0.53293
ENSCHIG00000024697	9.64085	15.0057	9.94446
ENSCHIG00000024698	0.388468	0.420132	0.309587
ENSCHIG00000024699	1.06646	1.68935	2.0333
ENSCHIG00000024700	0.52426	0.650272	1.35541
ENSCHIG00000024701	0.709984	0.596182	0.899671
ENSCHIG00000024702	2.6495	4.13496	3.51413
ENSCHIG00000024703	40.4112	54.7994	42.0769
ENSCHIG00000024704	39.0193	46.9909	38.6736
ENSCHIG00000024705	4.55132	4.83577	6.54043
ENSCHIG00000024706	12.2388	15.557	13.9595
ENSCHIG00000024707	0	0.0803623	0.104411
ENSCHIG00000024708	0.091157	0	0.083152
ENSCHIG00000024709	7.783678	11.74677	8.315252
ENSCHIG00000024710	26.70455	28.1039	32.82329
ENSCHIG00000024711	4.76811	6.33578	6.43969
ENSCHIG00000024712	1.00591	1.2218	1.59129
ENSCHIG00000024713	23.7962	29.4139	24.5604
ENSCHIG00000024714	0.219722	0.218963	0.429477
ENSCHIG00000024715	4.64349	6.5576	6.23397
ENSCHIG00000024716	11.75899	10.65214	10.12949
ENSCHIG00000024717	6.78237	8.34366	8.11971
ENSCHIG00000024718	32.59807	35.0787	37.92852
ENSCHIG00000024719	0.68249	1.12352	0.826232
ENSCHIG00000024720	4.94318	4.97379	2.726508
ENSCHIG00000024721	4.398533	7.52536	7.02504
ENSCHIG00000024722	13.91143	19.15079	16.29639
ENSCHIG00000024723	0.0188711	0	0.113182
ENSCHIG00000024724	3.47461	3.47719	5.16805
ENSCHIG00000024725	7.03728	2.26395	1.3287
ENSCHIG00000024726	0.790075	0.922745	0.885984
ENSCHIG00000024727	4.43657	5.28499	14.0385
ENSCHIG00000024728	54.3043	49.3523	46.608
ENSCHIG00000024729	2.12445	2.72469	2.80537
ENSCHIG00000024730	26.0136	24.6596	26.6835
ENSCHIG00000024731	38.938	43.9471	39.3369
ENSCHIG00000024732	0.0613981	0	0
ENSCHIG00000024733	8.65231	8.79623	9.39576
ENSCHIG00000024734	7.58733	10.8651	22.7161
ENSCHIG00000024735	135.689	146.771	144.805314
ENSCHIG00000024736	17.01958	19.17121	15.37062
ENSCHIG00000024737	9.02139	13.3573	11.8066
ENSCHIG00000024738	5.99383	10.451	8.18559
ENSCHIG00000024739	9.09146	7.70945	6.62437
ENSCHIG00000024740	11.120207	11.328152	12.059319
ENSCHIG00000024741	67.418	61.1103	62.2703
ENSCHIG00000024742	2.89061	3.48038	3.23481
ENSCHIG00000024743	64.8031	82.1793	65.8773
ENSCHIG00000024744	0	0.0483656	0
ENSCHIG00000024745	0.0903238	0.0813969	0.166349
ENSCHIG00000024746	0.525906	0.4040846	0.58940881
ENSCHIG00000024747	0.0456105	0	0.18549
ENSCHIG00000024748	683.955	509.191	887.348
ENSCHIG00000024749	0.807626	0.622916	1.05075
ENSCHIG00000024750	0	0	0.1131360018224
ENSCHIG00000024751	1.17931550041123	1.37016000262221	1.4079400366348
ENSCHIG00000024752	39.8786	47.0807	38.0319
ENSCHIG00000024753	499.885	323.34	428.132
ENSCHIG00000024754	5.51086	9.17497	6.35413
ENSCHIG00000024755	0.204762	0.214389	0.207436
ENSCHIG00000024756	1.250845	1.46616	1.871711
ENSCHIG00000024757	0.341148	1.18458	0.765284
ENSCHIG00000024758	3.325117	5.314024	4.993378
ENSCHIG00000024759	5.73257	4.32081	4.86241
ENSCHIG00000024760	110.22231	115.34775	101.20616
ENSCHIG00000024761	37.0299	49.0743	34.4979
ENSCHIG00000024762	17.829166	28.759596	24.472329
ENSCHIG00000024763	35.8543	26.5881	10.5945
ENSCHIG00000024764	100.86	114.401	107.59
ENSCHIG00000024765	1.6947	2.75636	2.81416
ENSCHIG00000024766	21.4168	33.5693	31.3643
ENSCHIG00000024767	3.4755	4.31897	6.07034
ENSCHIG00000024768	72.83	74.3251	95.0943
ENSCHIG00000024769	1.45174	1.1334	1.8867
ENSCHIG00000024770	0	0.0584473	0.0226816
ENSCHIG00000024771	1.13214	2.71269	1.1923
ENSCHIG00000024772	9.36055	9.3919	12.3633
ENSCHIG00000024773	17.61987	17.82265	21.31097
ENSCHIG00000024774	6.79462	5.35159	5.66374
ENSCHIG00000024775	27.8544	33.8881	29.5418
ENSCHIG00000024776	0.9819	0.505092	1.830082
ENSCHIG00000024777	7.3004	12.5712	4.3999
ENSCHIG00000024778	553.37	680.271	630.867
ENSCHIG00000024779	6.9389035	7.316689	7.1609351
ENSCHIG00000024780	45.8517	58.5722	46.3471
ENSCHIG00000024781	12.3072	15.9373	11.357
ENSCHIG00000024782	23.55802	36.083759	25.60449
ENSCHIG00000024783	71.449	72.6345	53.9531
ENSCHIG00000024784	0.297496	0.0352388	0.0451546
ENSCHIG00000024785	4.316855	3.4789740001309	3.642898
ENSCHIG00000024786	4.02463	2.32505	1.59879
ENSCHIG00000024787	2.83672	4.2127	3.34962
ENSCHIG00000024788	14.1055	17.0757	9.64421
ENSCHIG00000024789	0.0890008	0.189968	0.243663
ENSCHIG00000024790	1.47841	2.51044	1.52813
ENSCHIG00000024791	0	0.275385	0.180842
ENSCHIG00000024792	10.62051	8.93991	12.56388
ENSCHIG00000024793	0.182105	0.3839607	0.382534
ENSCHIG00000024794	0.329583	0.76637	0.286318
ENSCHIG00000024795	88.588021	98.7951114	89.689258
ENSCHIG00000024796	6.71788	7.23233	10.12868
ENSCHIG00000024797	4.89314	5.81023	6.18446
ENSCHIG00000024798	20.323	23.4991	21.3928
ENSCHIG00000024799	0.280462	0.393069	0.949743
ENSCHIG00000024800	0	0	0
ENSCHIG00000024801	0	0	0
ENSCHIG00000024802	118.6484	101.8442	106.13
ENSCHIG00000024803	6.44333	10.5195	10.6857
ENSCHIG00000024804	63.61549	99.13109	89.10494
ENSCHIG00000024805	29.34154	25.852857	26.28417
ENSCHIG00000024806	0.0284219	0	0
ENSCHIG00000024807	35.5462	34.6406	32.9327
ENSCHIG00000024808	0	0	0
ENSCHIG00000024809	1.19614	1.43018	2.16676
ENSCHIG00000024810	14.441516	13.24447	13.7721
ENSCHIG00000024811	6.99681	8.68846	6.50767
ENSCHIG00000024812	109.874	114.483	104.9466
ENSCHIG00000024813	0.164008	0	0
ENSCHIG00000024814	0.0480812	0	0.0844595
ENSCHIG00000024815	9.46694	10.3236	9.621
ENSCHIG00000024816	44.0649	46.7727	46.2492
ENSCHIG00000024817	44.7495	35.8801	41.0336
ENSCHIG00000024818	45.1456	42.5383	41.3524
ENSCHIG00000024819	0.141912	0.166741	0.229147
ENSCHIG00000024820	5.1097837	7.844954	9.081404
ENSCHIG00000024821	8.53155	12.29054	17.66381
ENSCHIG00000024822	18.322676	20.84072	17.9721
ENSCHIG00000024823	11.89004	9.469679	9.70065
ENSCHIG00000024824	63.85241	69.70763	64.612367
ENSCHIG00000024825	10.00731	16.24458	11.85378
ENSCHIG00000024826	0.652453	0.762233	0.449753
ENSCHIG00000024827	23.33662	16.20735	18.08656
ENSCHIG00000024828	0.289803	0	0.185026
ENSCHIG00000024829	0.0326724	0.104326	0.0446423
ENSCHIG00000024830	5.90124	5.77097	5.26799
ENSCHIG00000024831	21.2834	24.4688	23.4053
ENSCHIG00000024832	0	0	0
ENSCHIG00000024833	45.03764	51.2998	36.6226
ENSCHIG00000024834	0	0	0
ENSCHIG00000024835	2.24335	0.536047	0.423968
ENSCHIG00000024836	2.44903	2.64022	3.28986
ENSCHIG00000024837	0.813942	1.215828	1.034011
ENSCHIG00000024838	33.5069	35.2073	25.6717
ENSCHIG00000024839	20.33437	19.82279	23.32627
ENSCHIG00000024840	153.924	346.931	358.643
ENSCHIG00000024841	0.471669	0.282748	0.313218
ENSCHIG00000024842	19.369	48.2592	60.8001
ENSCHIG00000024843	8.78084	12.07953	9.96372
ENSCHIG00000024844	2.06943	3.39353	2.87504
ENSCHIG00000024845	30.7939	36.0633	30.7618
ENSCHIG00000024846	7.67536	9.87888	7.77085
ENSCHIG00000024847	32.0028	32.6086	30.5859
ENSCHIG00000024848	0.102381	0.428778	0.138291
ENSCHIG00000024849	31.955	32.694	29.1998
ENSCHIG00000024850	0.807431	1.53108	2.08741
ENSCHIG00000024851	2.546475	2.436364	1.8373079
ENSCHIG00000024852	0	0	0
ENSCHIG00000024853	11.178	10.9609	13.5699
ENSCHIG00000024854	0.0265234	0.0574586	0.0610551
ENSCHIG00000024855	18.0108	19.9452	21.8032
ENSCHIG00000024856	0	0	0
ENSCHIG00000024857	12.4937	17.4566	14.4319
ENSCHIG00000024858	47.4208	45.56171	33.83074
ENSCHIG00000024859	0	0.165064	0
ENSCHIG00000024860	4.8047585	7.790446	6.9558806
ENSCHIG00000024861	1.27113	2.06815	2.0452
ENSCHIG00000024862	74.5344	95.245	78.1228
ENSCHIG00000024863	0.87934	1.85365	1.44861
ENSCHIG00000024864	0.482204	0.395201	0.42397
ENSCHIG00000024865	44.0203	42.3197	39.371
ENSCHIG00000024866	19.2697	20.6587	14.5683
ENSCHIG00000024867	1.10475	2.31081	4.986783
ENSCHIG00000024868	4.91206	7.11252	5.68321
ENSCHIG00000024869	5.71333	8.71083	7.45051
ENSCHIG00000024870	7.35492	5.3963	5.57688
ENSCHIG00000024871	2.97522	3.60889	2.85615
ENSCHIG00000024872	31.8797	30.0556	25.7705
ENSCHIG00000024873	80.98243	106.005144	79.985069
ENSCHIG00000024874	1.13422	0.325563	2.03204
ENSCHIG00000024875	0.422172	0.541014	0.941179
ENSCHIG00000024876	4.06639	3.50461	3.91155
ENSCHIG00000024877	6.19401	5.48378	6.21259
ENSCHIG00000024878	7.88827	12.3255	9.94977
ENSCHIG00000024879	1.57659	1.6963	1.68108
ENSCHIG00000024880	6.75845	6.93831	6.39527
ENSCHIG00000024881	41.3632	50.3938	41.1907
ENSCHIG00000024882	0.652819	0.799081	0.802802
ENSCHIG00000024883	0.217433	0.346036	0.247036
ENSCHIG00000024884	166.03	160.042	172.823
ENSCHIG00000024885	3.92865	4.90899	6.51723
ENSCHIG00000024886	0.0247065	0.00673374	0.034315200454341
ENSCHIG00000024887	53.02668	43.09908	42.92221
ENSCHIG00000024888	0.433763	0.282537	0.591465
ENSCHIG00000024889	11.794893	12.9214	12.473265
ENSCHIG00000024890	11.19787	10.37598	9.40341
ENSCHIG00000024891	0	0.1387891	0.0888717
ENSCHIG00000024892	0.158075	0.186598	0.575879
ENSCHIG00000024893	7.4114281	8.032831	8.765839
ENSCHIG00000024894	0	0	0
ENSCHIG00000024895	24.3723	21.9131	26.9863
ENSCHIG00000024896	0.242863	0.31348	0.798798
ENSCHIG00000024897	3.080621	4.319978	3.542154
ENSCHIG00000024898	6.73451	5.61	6.52344
ENSCHIG00000024899	0.627949	0.2518175	0.4527329
ENSCHIG00000024900	0.926766	0.227249	1.07927
ENSCHIG00000024901	17.03086	21.68	19.97678
ENSCHIG00000024902	1.1006	0.951057	1.6268528
ENSCHIG00000024903	169.243	156.922	153.065
ENSCHIG00000024904	1.1297	1.72133	1.5082
ENSCHIG00000024905	10.8597	9.2724	8.56438
ENSCHIG00000024906	4.20371	6.88227	4.7925
ENSCHIG00000024907	4.59326	4.56912	6.99826
ENSCHIG00000024908	0.1725588633	0.3606436	0.118172
ENSCHIG00000024909	23.8981	27.1471	25.0407
ENSCHIG00000024910	10.3803	9.7434	12.9466
ENSCHIG00000024911	0.373583	1.113589	0.254493
ENSCHIG00000024912	8.46989	11.7168	12.2382
ENSCHIG00000024913	4.72267	4.6794	4.02722
ENSCHIG00000024914	13.6076	14.3537	17.7864
ENSCHIG00000024915	16.0209	15.3424	14.8328
ENSCHIG00000024916	45.2077	51.7485	49.7704
ENSCHIG00000024917	64.3217	95.3945	76.8352
ENSCHIG00000024918	9.58685	10.8183	13.4705
ENSCHIG00000024919	11.963746	10.548546	11.769488
ENSCHIG00000024920	10.5622	10.3663	17.2142
ENSCHIG00000024921	5.88046	7.94123	5.86228
ENSCHIG00000024922	77.47366	79.2989	79.64678
ENSCHIG00000024923	19.3709	22.7999	19.6222
ENSCHIG00000024924	2.989526	3.3358536	2.815239
ENSCHIG00000024925	127.58	174.681	190.41
ENSCHIG00000024926	0.214689	0.595809	0.265206
ENSCHIG00000024927	210.331	189.001	172.272
ENSCHIG00000024928	7.83771	8.29492	8.65019
ENSCHIG00000024929	4.58911	5.81575	5.46623
ENSCHIG00000024930	12.0852	10.3224	11.8198
ENSCHIG00000024931	0.356432	1.26454	0.470326
ENSCHIG00000024932	0	0	0
ENSCHIG00000024933	10.97618	16.928983	13.02089
ENSCHIG00000024934	0.0518965	0	0.140138
ENSCHIG00000024935	0	0	0
ENSCHIG00000024936	32.168822	39.069736	29.903773
ENSCHIG00000024937	0.565424	0.663172	0
ENSCHIG00000024938	0.0676843	0.229283	0.0590463
ENSCHIG00000024939	0.4780125	0.397166	0.5428172
ENSCHIG00000024940	8.91728	12.1682	9.51483
ENSCHIG00000024941	0.858437	0.798533	1.06512
ENSCHIG00000024942	0.0765301	0.0546538	0.0875724
ENSCHIG00000024943	0.0855299	0.264946	0.676275
ENSCHIG00000024944	23.619927	23.258065	22.093684
ENSCHIG00000024945	160.282	198.351	206.701
ENSCHIG00000024946	29.81159	46.213695	33.737348
ENSCHIG00000024947	0.417147	0.846819	1.05913
ENSCHIG00000024948	6.11465	5.33185	8.46466
ENSCHIG00000024949	14.094294	16.955135	18.318603
ENSCHIG00000024950	0.0845561	0.120481	1.11991
ENSCHIG00000024951	8.91105	10.1019	14.1336
ENSCHIG00000024952	0.0625139	0	0.0575353
ENSCHIG00000024953	36.5448	47.7919	42.6447
ENSCHIG00000024954	2.470961	2.066102	2.680297
ENSCHIG00000024955	2.85707	3.53426	2.72963
ENSCHIG00000024956	3.80215	5.5641	4.94385
ENSCHIG00000024957	8.05638	12.3482	9.07849
ENSCHIG00000024958	0	0.0290593	0.0372466
ENSCHIG00000024959	14.86484	16.02918	13.97343
ENSCHIG00000024960	6.95665	6.889647	10.2073382
ENSCHIG00000024961	26.3376	27.6894	23.5413
ENSCHIG00000024962	15.526913	19.320946	19.287398
ENSCHIG00000024963	0	0	0
ENSCHIG00000024964	93.2889	102.001	92.7234
ENSCHIG00000024965	10.8058	10.6661	7.67086
ENSCHIG00000024966	46.8726	53.6721	65.6886
ENSCHIG00000024967	24.920597	29.6883	28.22686
ENSCHIG00000024968	15.9372	15.7537	14.5467
ENSCHIG00000024969	12.4466	14.8048	13.8725
ENSCHIG00000024970	156.981	154.238	158.929
ENSCHIG00000024971	0	0	0
ENSCHIG00000024972	0	0	0.056731
ENSCHIG00000024973	9.060562	14.35722	11.89002
ENSCHIG00000024974	138.19	123.88	105.697
ENSCHIG00000024975	6.75035	7.40933	9.1932
ENSCHIG00000024976	0.0404953	0.174344	0.139389
ENSCHIG00000024977	0	0.171328	0.90951
ENSCHIG00000024978	0	0.130983	0
ENSCHIG00000024979	0.459403	0	0
ENSCHIG00000024980	29.44173	29.9255	26.59064
ENSCHIG00000024981	680.901	538.11	497.867
ENSCHIG00000024982	10.80865	11.891763	11.730556
ENSCHIG00000024983	33.5441	31.3361	32.4805
ENSCHIG00000024984	37.2872	34.6044	38.9859
ENSCHIG00000024985	0	0.034931	0.103976
ENSCHIG00000024986	44.2504	60.8742	61.3582
ENSCHIG00000024987	1.30235	0.472944	0.940547
ENSCHIG00000024988	1.40465	1.48979	1.20515
ENSCHIG00000024989	0.089157	0	0
ENSCHIG00000024990	5.09489	5.50615	10.3037
ENSCHIG00000024991	0	0.491455	0.831486
ENSCHIG00000024992	23.9124024	28.47496	25.870489
ENSCHIG00000024993	141.071	136.945	122.238
ENSCHIG00000024994	281.798	257.63	232.239
ENSCHIG00000024995	0.10562463701	0.11583205516	0.2178768931
ENSCHIG00000024996	4.6578551	4.6635901	6.953535
ENSCHIG00000024997	6.82747	6.92996	7.05675
ENSCHIG00000024998	2.384544	2.43079	2.39038
ENSCHIG00000024999	2.69261	2.17906	5.54932
